,,0
params,Chinese Score(1967) - Score(1933),0.0017355518604095538
params,const,-0.058206763451570734
params,_f_test,10.957077125822192
pvals,Chinese Score(1967) - Score(1933),0.007877360151782076
pvals,const,1.9013931346820343e-05
pvals,_f_test,0.007877360151782078
std,Chinese Score(1967) - Score(1933),0.0005243125294594872
std,const,0.007687930809903544
statistics,adj_r2,0.4751176447956863
statistics,r2,0.522834222541533
