,,0
params,Year,0.0002352808723057874
params,const,-0.4612449439618783
params,_f_test,1.246572862102191
pvals,Year,0.26693807016540155
pvals,const,0.2704751020508719
pvals,_f_test,0.2669380701652801
std,Year,0.00021073068924414639
std,const,0.4161997798964626
statistics,adj_r2,0.002484447119849631
statistics,r2,0.01256036179540665
