,,0
params,Stereotype Score,0.008279985974619845
params,const,0.0019668836414054904
params,_f_test,4.839267518825876
pvals,Stereotype Score,0.03337393671593484
pvals,const,0.490178958358396
pvals,_f_test,0.03337393671593462
std,Stereotype Score,0.0037639148129532114
std,const,0.002825434423879272
statistics,adj_r2,0.08196685649028945
statistics,r2,0.10331646447888732
